Lapras,Start:Start:Start:4:7:10:14:18:22:27:32:37:43:47:50:
131,Sing:Growl:Water Gun:Mist:Confuse Ray:Ice Shard:Water Pulse:Body Slam:Rain Dance:Perish Song:Ice Beam:Brine:Safeguard:Hydro Pump:Sheer Cold:Roar:Toxic:Hail:Hidden Power:Ice Beam:Blizzard:Hyper Beam:Protect:Rain Dance:Safeguard:Frustration:Thunderbolt:Thunder:Return:Psychic:Double Team:Facade:Rest:Attract:Round:Echoed Voice:Giga Impact:Bulldoze:Frost Breath:Dream Eater:Swagger:Sleep Talk:Substitute:Rock Smash:Confide:Surf:Strength:Waterfall:Ancient Power:Avalanche:Curse:Dragon Dance:Dragon Pulse:Fissure:Foresight:Freeze-Dry:Future Sight:Horn Drill:Refresh:Sleep Talk:Tickle:Whirlpool:Dive:Aqua Tail:Block:Drill Run:Heal Bell:Hyper Voice:Icy Wind:Iron Head:Iron Tail:Outrage:Signal Beam:Snore:Zen Headbutt:Shock Wave:Secret Power:Endure:Captivate:Natural Gift:
Ditto,Start:
132,Transform:
Eevee,Start:Start:Start:Start:5:9:10:13:17:20:23:25:29:33:37:41:45:
133,Helping Hand:Growl:Tackle:Tail Whip:Sand Attack:Baby-Doll Eyes:Swift:Quick Attack:Bite:Refresh:Covet:Take Down:Charm:Baton Pass:Double-Edge:Last Resort:Trump Card:Toxic:Hidden Power:Sunny Day:Protect:Rain Dance:Frustration:Return:Dig:Shadow Ball:Double Team:Facade:Rest:Attract:Round:Echoed Voice:Retaliate:Swagger:Sleep Talk:Substitute:Confide:Captivate:Charm:Covet:Curse:Detect:Endure:Fake Tears:Flail:Natural Gift:Stored Power:Synchronoise:Tickle:Wish:Yawn:Work Up:Heal Bell:Hyper Voice:Iron Tail:Snore:Secret Power:
Vaporeon,Start:Start:Start:5:9:13:17:20:25:29:33:37:41:45:
134,Helping Hand:Tackle:Tail Whip:Sand Attack:Water Gun:Quick Attack:Water Pulse:Aurora Beam:Aqua Ring:Acid Armor:Haze:Muddy Water:Last Resort:Hydro Pump:Roar:Toxic:Hail:Hidden Power:Sunny Day:Ice Beam:Blizzard:Hyper Beam:Protect:Rain Dance:Frustration:Return:Dig:Shadow Ball:Double Team:Facade:Rest:Attract:Round:Echoed Voice:Scald:Retaliate:Giga Impact:Swagger:Sleep Talk:Substitute:Rock Smash:Confide:Surf:Strength:Waterfall:Captivate:Charm:Covet:Curse:Detect:Endure:Fake Tears:Flail:Natural Gift:Stored Power:Synchronoise:Tickle:Wish:Yawn:Growl:Baby-doll Eyes:Swift:Bite:Refresh:Covet:Take Down:Charm:Baton Pass:Double-edge:Trump Card:Bite:Work Up:Dive:Aqua Tail:Heal Bell:Hyper Voice:Icy Wind:Iron Tail:Signal Beam:Snore:Secret Power:Brine:Whirlpool:
Jolteon,Start:Start:Start:5:9:13:17:20:25:29:33:37:41:45:
135,Helping Hand:Tackle:Tail Whip:Sand Attack:Thunder Shock:Quick Attack:Double Kick:Thunder Fang:Pin Missile:Agility:Thunder Wave:Discharge:Last Resort:Thunder:Roar:Toxic:Hidden Power:Sunny Day:Hyper Beam:Light Screen:Protect:Rain Dance:Frustration:Thunderbolt:Thunder:Return:Dig:Shadow Ball:Double Team:Facade:Rest:Attract:Round:Echoed Voice:Charge Beam:Retaliate:Giga Impact:Flash:Volt Switch:Thunder Wave:Swagger:Sleep Talk:Substitute:Wild Charge:Rock Smash:Confide:Strength:Captivate:Charm:Covet:Curse:Detect:Endure:Fake Tears:Flail:Natural Gift:Stored Power:Synchronoise:Tickle:Wish:Yawn:Growl:Baby-doll Eyes:Swift:Bite:Refresh:Covet:Take Down:Charm:Baton Pass:Double-edge:Trump Card:Work Up:Heal Bell:Hyper Voice:Iron Tail:Magnet Rise:Signal Beam:Snore:Shock Wave:Secret Power:
Flareon,Start:Start:Start:5:9:13:17:20:25:29:33:37:41:45:
136,Helping Hand:Tackle:Tail Whip:Sand Attack:Ember:Quick Attack:Bite:Fire Fang:Fire Spin:Scary Face:Smog:Lava Plume:Last Resort:Flare Blitz:Roar:Toxic:Hidden Power:Sunny Day:Hyper Beam:Protect:Rain Dance:Frustration:Return:Dig:Shadow Ball:Double Team:Flamethrower:Fire Blast:Facade:Flame Charge:Rest:Attract:Round:Echoed Voice:Overheat:Incinerate:Will-O-Wisp:Retaliate:Giga Impact:Swagger:Sleep Talk:Substitute:Rock Smash:Confide:Strength:Captivate:Charm:Covet:Curse:Detect:Endure:Fake Tears:Flail:Natural Gift:Stored Power:Synchronoise:Tickle:Wish:Yawn:Growl:Baby-doll Eyes:Swift:Refresh:Covet:Take Down:Charm:Baton Pass:Double-edge:Trump Card:Work Up:Heal Bell:Heat Wave:Hyper Voice:Iron Tail:Snore:Superpower:Secret Power:
Porygon,Start:Start:Start:Start:7:12:18:23:29:34:40:45:50:56:62:
137,Conversion 2:Tackle:Conversion:Sharpen:Psybeam:Agility:Recover:Magnet Rise:Signal Beam:Recycle:Discharge:Lock-On:Tri Attack:Magic Coat:Zap Cannon:Psyshock:Toxic:Hidden Power:Sunny Day:Ice Beam:Blizzard:Hyper Beam:Protect:Rain Dance:Frustration:Solar Beam:Thunderbolt:Thunder:Return:Psychic:Shadow Ball:Double Team:Aerial Ace:Facade:Rest:Thief:Round:Charge Beam:Giga Impact:Flash:Thunder Wave:Psych Up:Dream Eater:Swagger:Sleep Talk:Substitute:Trick Room:Confide:
Omanyte,Start:Start:7:10:16:19:25:28:34:37:43:46:50:55:
138,Constrict:Withdraw:Bite:Water Gun:Rollout:Leer:Mud Shot:Brine:Protect:Ancient Power:Tickle:Rock Blast:Shell Smash:Hydro Pump:Toxic:Hail:Hidden Power:Ice Beam:Blizzard:Protect:Rain Dance:Frustration:Smack Down:Return:Double Team:Sandstorm:Rock Tomb:Facade:Rest:Attract:Thief:Round:Scald:Rock Polish:Gyro Ball:Rock Slide:Swagger:Sleep Talk:Substitute:Rock Smash:Confide:Surf:Waterfall:Aurora Beam:Bide:Bubble Beam:Haze:Knock Off:Muddy Water:Reflect Type:Slam:Spikes:Supersonic:Toxic Spikes:Water Pulse:Whirlpool:Wring Out:Dive:Bind:Earth Power:Icy Wind:Iron Defense:Snore:Stealth Rock:Secret Power:Endure:Captivate:Natural Gift:
Omastar,Start:Start:Start:Start:7:10:16:19:25:28:34:37:40:48:56:67:75:
139,Hydro Pump:Constrict:Withdraw:Bite:Bite:Water Gun:Rollout:Leer:Mud Shot:Brine:Protect:Ancient Power:Spike Cannon:Tickle:Rock Blast:Shell Smash:Hydro Pump:Toxic:Hail:Hidden Power:Ice Beam:Blizzard:Hyper Beam:Protect:Rain Dance:Frustration:Smack Down:Return:Double Team:Sandstorm:Rock Tomb:Facade:Rest:Attract:Thief:Round:Scald:Giga Impact:Rock Polish:Stone Edge:Gyro Ball:Rock Slide:Swagger:Sleep Talk:Substitute:Rock Smash:Confide:Surf:Waterfall:Aurora Beam:Bide:Bubble Beam:Haze:Knock Off:Muddy Water:Reflect Type:Slam:Spikes:Supersonic:Toxic Spikes:Water Pulse:Whirlpool:Wring Out:Dive:Bind:Earth Power:Icy Wind:Iron Defense:Snore:Stealth Rock:Secret Power:Endure:Captivate:Natural Gift:
Kabuto,Start:Start:6:11:16:21:26:31:36:41:46:50:
140,Scratch:Harden:Absorb:Leer:Mud Shot:Sand Attack:Endure:Aqua Jet:Mega Drain:Metal Sound:Ancient Power:Wring Out:Hone Claws:Toxic:Hail:Hidden Power:Ice Beam:Blizzard:Protect:Rain Dance:Frustration:Smack Down:Return:Dig:Double Team:Sandstorm:Rock Tomb:Facade:Rest:Attract:Thief:Round:Scald:Rock Polish:Rock Slide:Swagger:Sleep Talk:Substitute:Rock Smash:Confide:Surf:Waterfall:Aurora Beam:Bubble Beam:Confuse Ray:Flail:Foresight:Giga Drain:Icy Wind:Knock Off:Mud Shot:Rapid Spin:Screech:Take Down:Earth Power:Iron Defense:Snore:Stealth Rock:Water Pulse:Secret Power:Brine:Captivate:Natural Gift:Whirlpool:
Kabutops,Start:Start:Start:Start:Start:Start:6:11:16:21:26:31:36:40:45:54:63:72:
141,Night Slash:Feint:Scratch:Harden:Absorb:Leer:Absorb:Leer:Mud Shot:Sand Attack:Endure:Aqua Jet:Mega Drain:Slash:Metal Sound:Ancient Power:Wring Out:Night Slash:Hone Claws:Toxic:Hail:Hidden Power:Ice Beam:Blizzard:Hyper Beam:Protect:Rain Dance:Frustration:Smack Down:Return:Dig:Brick Break:Double Team:Sandstorm:Rock Tomb:Aerial Ace:Facade:Rest:Attract:Thief:Round:Scald:Giga Impact:Rock Polish:Stone Edge:Swords Dance:Rock Slide:X-Scissor:Swagger:Sleep Talk:Substitute:Rock Smash:Nature Power:Confide:Cut:Surf:Waterfall:Aurora Beam:Bubble Beam:Confuse Ray:Flail:Foresight:Giga Drain:Icy Wind:Knock Off:Mud Shot:Rapid Spin:Screech:Take Down:Dive:Aqua Tail:Earth Power:Iron Defense:Low Kick:Snore:Stealth Rock:Superpower:Water Pulse:Secret Power:Brine:Captivate:Natural Gift:Whirlpool:
Aerodactyl,Start:Start:Start:Start:Start:Start:Start:Start:9:17:25:33:41:49:57:65:73:81:
142,Iron Head:Ice Fang:Fire Fang:Thunder Fang:Wing Attack:Supersonic:Bite:Scary Face:Roar:Agility:Ancient Power:Crunch:Take Down:Sky Drop:Iron Head:Hyper Beam:Rock Slide:Giga Impact:Hone Claws:Dragon Claw:Roar:Toxic:Hidden Power:Sunny Day:Taunt:Hyper Beam:Protect:Rain Dance:Roost:Frustration:Smack Down:Earthquake:Return:Double Team:Flamethrower:Sandstorm:Fire Blast:Rock Tomb:Aerial Ace:Torment:Facade:Rest:Attract:Thief:Round:Steel Wing:Sky Drop:Incinerate:Payback:Giga Impact:Rock Polish:Stone Edge:Bulldoze:Rock Slide:Swagger:Sleep Talk:Substitute:Rock Smash:Confide:Fly:Strength:Assurance:Curse:Dragon Breath:Foresight:Pursuit:Roost:Steel Wing:Tailwind:Whirlwind:Wide Guard:Aqua Tail:Dragon Pulse:Earth Power:Heat Wave:Iron Tail:Sky Attack:Snore:Stealth Rock:Secret Power:Endure:Captivate:Natural Gift:Defog:
Snorlax,Start:4:9:12:17:20:25:28:28:33:36:41:44:49:50:57:
143,Tackle:Defense Curl:Amnesia:Lick:Chip Away:Yawn:Body Slam:Rest:Snore:Sleep Talk:Rollout:Block:Belly Drum:Crunch:Heavy Slam:Giga Impact:Toxic:Hidden Power:Sunny Day:Ice Beam:Blizzard:Hyper Beam:Protect:Rain Dance:Frustration:Solar Beam:Smack Down:Thunderbolt:Thunder:Earthquake:Return:Psychic:Shadow Ball:Brick Break:Double Team:Flamethrower:Sandstorm:Fire Blast:Rock Tomb:Facade:Rest:Attract:Round:Focus Blast:Fling:Incinerate:Retaliate:Giga Impact:Bulldoze:Rock Slide:Swagger:Sleep Talk:Substitute:Wild Charge:Rock Smash:Power-Up Punch:Confide:Surf:Strength:After You:Belch:Charm:Counter:Curse:Double-Edge:Fissure:Lick:Natural Gift:Pursuit:Whirlwind:Last Resort:Snatch:Metronome:Odor Sleuth:Screech:Stockpile:Swallow:Fling:Natural Gift:Self-destruct:Zen Headbutt:Work Up:Covet:Fire Punch:Gunk Shot:Hyper Voice:Ice Punch:Icy Wind:Iron Head:Last Resort:Outrage:Recycle:Seed Bomb:Superpower:Thunder Punch:Zen Headbutt:Focus Punch:Water Pulse:Shock Wave:Secret Power:Endure:Captivate:Whirlpool:
Articuno,Start:Start:Start:Start:Start:Start:Start:8:15:22:29:36:43:50:57:64:71:78:85:92:
144,Roost:Hurricane:Freeze-Dry:Tailwind:Sheer Cold:Gust:Powder Snow:Mist:Ice Shard:Mind Reader:Ancient Power:Agility:Ice Beam:Reflect:Hail:Tailwind:Blizzard:Sheer Cold:Roost:Hurricane:Roar:Toxic:Hail:Hidden Power:Sunny Day:Ice Beam:Blizzard:Hyper Beam:Protect:Rain Dance:Roost:Frustration:Return:Double Team:Reflect:Sandstorm:Aerial Ace:Facade:Rest:Round:Steel Wing:Sky Drop:Giga Impact:Frost Breath:Swagger:Sleep Talk:U-turn:Substitute:Rock Smash:Confide:Fly:Pluck:Icy Wind:Signal Beam:Sky Attack:Snore:Water Pulse:Secret Power:Endure:Avalanche:Natural Gift:Pluck:Defog:
Zapdos,Start:Start:Start:Start:Start:8:15:22:29:36:43:50:57:64:71:78:85:92:
145,Roost:Zap Cannon:Drill Peck:Peck:Thunder Shock:Thunder Wave:Detect:Pluck:Ancient Power:Charge:Agility:Discharge:Rain Dance:Light Screen:Drill Peck:Thunder:Roost:Zap Cannon:Roar:Toxic:Hidden Power:Sunny Day:Hyper Beam:Light Screen:Protect:Rain Dance:Roost:Frustration:Thunderbolt:Thunder:Return:Double Team:Sandstorm:Aerial Ace:Facade:Rest:Round:Steel Wing:Charge Beam:Sky Drop:Giga Impact:Flash:Volt Switch:Thunder Wave:Swagger:Sleep Talk:U-turn:Substitute:Wild Charge:Rock Smash:Confide:Fly:Heat Wave:Signal Beam:Sky Attack:Snore:Tailwind:Shock Wave:Secret Power:Endure:Natural Gift:Defog:
Moltres,Start:Start:Start:Start:Start:Start:8:15:22:29:36:43:50:57:64:71:78:85:92:
146,Roost:Hurricane:Sky Attack:Heat Wave:Wing Attack:Ember:Fire Spin:Agility:Endure:Ancient Power:Flamethrower:Safeguard:Air Slash:Sunny Day:Heat Wave:Solar Beam:Sky Attack:Roost:Hurricane:Roar:Toxic:Hidden Power:Sunny Day:Hyper Beam:Protect:Rain Dance:Roost:Safeguard:Frustration:Solar Beam:Return:Double Team:Flamethrower:Sandstorm:Fire Blast:Aerial Ace:Facade:Flame Charge:Rest:Round:Overheat:Steel Wing:Sky Drop:Incinerate:Will-O-Wisp:Giga Impact:Swagger:Sleep Talk:U-turn:Substitute:Rock Smash:Confide:Fly:Pluck:Snore:Tailwind:Secret Power:Natural Gift:Pluck:Defog:
Dratini,Start:Start:5:11:15:21:25:31:35:41:45:51:55:61:
147,Wrap:Leer:Thunder Wave:Twister:Dragon Rage:Slam:Agility:Dragon Tail:Aqua Tail:Dragon Rush:Safeguard:Dragon Dance:Outrage:Hyper Beam:Toxic:Hail:Hidden Power:Sunny Day:Ice Beam:Blizzard:Hyper Beam:Light Screen:Protect:Rain Dance:Safeguard:Frustration:Thunderbolt:Thunder:Return:Double Team:Flamethrower:Fire Blast:Facade:Rest:Attract:Round:Incinerate:Thunder Wave:Dragon Tail:Swagger:Sleep Talk:Substitute:Confide:Surf:Waterfall:Aqua Jet:Dragon Breath:Dragon Dance:Dragon Pulse:Dragon Rush:Extreme Speed:Haze:Iron Tail:Mist:Supersonic:Water Pulse:Draco Meteor:Bind:Draco Meteor:Icy Wind:Snore:Shock Wave:Secret Power:Endure:Captivate:Natural Gift:Whirlpool:
Dragonair,Start:Start:Start:Start:5:11:15:21:25:33:39:47:53:61:67:75:
148,Wrap:Leer:Thunder Wave:Twister:Thunder Wave:Twister:Dragon Rage:Slam:Agility:Dragon Tail:Aqua Tail:Dragon Rush:Safeguard:Dragon Dance:Outrage:Hyper Beam:Toxic:Hail:Hidden Power:Sunny Day:Ice Beam:Blizzard:Hyper Beam:Light Screen:Protect:Rain Dance:Safeguard:Frustration:Thunderbolt:Thunder:Return:Double Team:Flamethrower:Fire Blast:Facade:Rest:Attract:Round:Incinerate:Thunder Wave:Dragon Tail:Swagger:Sleep Talk:Substitute:Confide:Surf:Waterfall:Aqua Jet:Dragon Breath:Dragon Dance:Dragon Pulse:Dragon Rush:Extreme Speed:Haze:Iron Tail:Mist:Supersonic:Water Pulse:Draco Meteor:Bind:Draco Meteor:Icy Wind:Snore:Shock Wave:Secret Power:Endure:Captivate:Natural Gift:Whirlpool:
Dragonite,Start:Start:Start:Start:Start:Start:Start:Start:5:11:15:21:25:33:39:47:53:55:61:67:75:81:
149,Hurricane:Fire Punch:Thunder Punch:Roost:Wrap:Leer:Thunder Wave:Twister:Thunder Wave:Twister:Dragon Rage:Slam:Agility:Dragon Tail:Aqua Tail:Dragon Rush:Safeguard:Wing Attack:Dragon Dance:Outrage:Hyper Beam:Hurricane:Hone Claws:Dragon Claw:Roar:Toxic:Hail:Hidden Power:Sunny Day:Ice Beam:Blizzard:Hyper Beam:Light Screen:Protect:Rain Dance:Roost:Safeguard:Frustration:Thunderbolt:Thunder:Earthquake:Return:Brick Break:Double Team:Flamethrower:Sandstorm:Fire Blast:Rock Tomb:Aerial Ace:Facade:Rest:Attract:Round:Steel Wing:Focus Blast:Fling:Sky Drop:Incinerate:Giga Impact:Stone Edge:Thunder Wave:Bulldoze:Rock Slide:Dragon Tail:Swagger:Sleep Talk:Substitute:Rock Smash:Power-Up Punch:Confide:Cut:Fly:Surf:Strength:Waterfall:Aqua Jet:Dragon Breath:Dragon Dance:Dragon Pulse:Dragon Rush:Extreme Speed:Haze:Iron Tail:Mist:Supersonic:Water Pulse:Draco Meteor:Dive:Bind:Draco Meteor:Heat Wave:Ice Punch:Icy Wind:Iron Head:Snore:Superpower:Tailwind:Focus Punch:Shock Wave:Secret Power:Endure:Captivate:Natural Gift:Defog:Whirlpool:
Mewtwo,Start:Start:Start:8:15:22:29:36:43:43:50:57:64:70:79:86:93:100:
150,Confusion:Disable:Safeguard:Swift:Future Sight:Psych Up:Miracle Eye:Psycho Cut:Power Swap:Guard Swap:Recover:Psychic:Barrier:Aura Sphere:Amnesia:Mist:Me First:Psystrike:Psyshock:Calm Mind:Toxic:Hail:Bulk Up:Hidden Power:Sunny Day:Taunt:Ice Beam:Blizzard:Hyper Beam:Light Screen:Protect:Rain Dance:Safeguard:Frustration:Solar Beam:Thunderbolt:Thunder:Earthquake:Return:Psychic:Shadow Ball:Brick Break:Double Team:Reflect:Flamethrower:Sandstorm:Fire Blast:Rock Tomb:Aerial Ace:Torment:Facade:Rest:Low Sweep:Round:Focus Blast:Energy Ball:Fling:Charge Beam:Incinerate:Will-O-Wisp:Embargo:Giga Impact:Flash:Stone Edge:Thunder Wave:Psych Up:Bulldoze:Rock Slide:Poison Jab:Dream Eater:Grass Knot:Swagger:Sleep Talk:Substitute:Trick Room:Rock Smash:Power-Up Punch:Confide:Strength:Telekinesis:Aqua Tail:Drain Punch:Fire Punch:Foul Play:Gravity:Ice Punch:Icy Wind:Iron Tail:Low Kick:Magic Coat:Magic Room:Recycle:Role Play:Signal Beam:Skill Swap:Snatch:Snore:Thunder Punch:Trick:Wonder Room:Zen Headbutt:Focus Punch:Water Pulse:Shock Wave:Secret Power:Endure:Avalanche:Natural Gift:
Mew,Start:Start:Start:10:20:30:40:50:60:70:80:90:100:
151,Pound:Reflect Type:Transform:Mega Punch:Metronome:Psychic:Barrier:Ancient Power:Amnesia:Me First:Baton Pass:Nasty Plot:Aura Sphere:Hone Claws:Dragon Claw:Psyshock:Calm Mind:Roar:Toxic:Hail:Bulk Up:Venoshock:Hidden Power:Sunny Day:Taunt:Ice Beam:Blizzard:Hyper Beam:Light Screen:Protect:Rain Dance:Roost:Safeguard:Frustration:Solar Beam:Smack Down:Thunderbolt:Thunder:Earthquake:Return:Dig:Psychic:Shadow Ball:Brick Break:Double Team:Reflect:Sludge Wave:Flamethrower:Sludge Bomb:Sandstorm:Fire Blast:Rock Tomb:Aerial Ace:Torment:Facade:Flame Charge:Rest:Attract:Thief:Low Sweep:Round:Echoed Voice:Overheat:Steel Wing:Focus Blast:Energy Ball:False Swipe:Scald:Fling:Charge Beam:Sky Drop:Incinerate:Quash:Will-O-Wisp:Acrobatics:Embargo:Explosion:Shadow Claw:Payback:Retaliate:Giga Impact:Rock Polish:Flash:Stone Edge:Volt Switch:Thunder Wave:Gyro Ball:Swords Dance:Struggle Bug:Psych Up:Bulldoze:Frost Breath:Rock Slide:X-Scissor:Dragon Tail:Infestation:Poison Jab:Dream Eater:Grass Knot:Swagger:Sleep Talk:U-turn:Substitute:Flash Cannon:Trick Room:Wild Charge:Rock Smash:Snarl:Nature Power:Dark Pulse:Power-Up Punch:Dazzling Gleam:Confide:Cut:Fly:Surf:Strength:
Chikorita,Start :Start :6:9:12:17:20:23:28:31:34:39:42:45:
152,Tackle:Growl:Razor Leaf:PoisonPowder:Synthesis:Reflect:Magical Leaf:Natural Gift:Sweet Scent:Light Screen:Body Slam:Safeguard:Aromatherapy:SolarBeam :Toxic:Hidden Power:Sunny Day:Light Screen:Protect:Safeguard:Frustration:SolarBeam:Return:Double Team:Reflect:Facade:Rest:Attract:Round:Echoed Voice:Energy Ball:Flash:Swords Dance:Grass Knot:Swagger:Substitute:Cut :AncientPower:Aromatherapy:Body Slam:Counter:Flail:GrassWhistle:Heal Pulse:Ingrain:Leaf Storm:Leech Seed:Nature Power:Refresh:Vine Whip:Wring Out :Grass Pledge :Giga Drain:Grass Pledge:Iron Tail:Magic Coat:Seed Bomb:Sleep Talk:Snore:Synthesis:Worry Seed:Bullet Seed:Secret Power:Endure:Captivate:Fury Cutter:Mud-slap:Headbutt:Double-edge:Mimic:
Bayleef,Start :Start :Start :Start :6:9:12:18:22:26:32:36:40:46:50:54:
153,Tackle:Growl:Razor Leaf:PoisonPowder:Razor Leaf:PoisonPowder:Synthesis:Reflect:Magical Leaf:Natural Gift:Sweet Scent:Light Screen:Body Slam:Safeguard:Aromatherapy:SolarBeam :Toxic:Hidden Power:Sunny Day:Light Screen:Protect:Safeguard:Frustration:SolarBeam:Return:Double Team:Reflect:Facade:Rest:Attract:Round:Echoed Voice:Energy Ball:Flash:Swords Dance:Grass Knot:Swagger:Substitute:Rock Smash:Cut:Strength :AncientPower:Aromatherapy:Body Slam:Counter:Flail:GrassWhistle:Heal Pulse:Ingrain:Leaf Storm:Leech Seed:Nature Power:Refresh:Vine Whip:Wring Out :Grass Pledge :Giga Drain:Grass Pledge:Iron Tail:Magic Coat:Seed Bomb:Sleep Talk:Snore:Synthesis:Worry Seed:Bullet Seed:Secret Power:Endure:Captivate:Fury Cutter:Mud-slap:Headbutt:Double-edge:Mimic:
Meganium,Start :Start :Start :Start :6:9:12:18:22:26:32:34:40:46:54:60:66:
154,Tackle:Growl:Razor Leaf:PoisonPowder:Razor Leaf:PoisonPowder:Synthesis:Reflect:Magical Leaf:Natural Gift:Petal Dance:Sweet Scent:Light Screen:Body Slam:Safeguard:Aromatherapy:SolarBeam :Toxic:Hidden Power:Sunny Day:Hyper Beam:Light Screen:Protect:Safeguard:Frustration:SolarBeam:Earthquake:Return:Double Team:Reflect:Facade:Rest:Attract:Round:Echoed Voice:Energy Ball:Giga Impact:Flash:Swords Dance:Bulldoze:Dragon Tail:Grass Knot:Swagger:Substitute:Rock Smash:Cut:Strength :AncientPower:Aromatherapy:Body Slam:Counter:Flail:GrassWhistle:Heal Pulse:Ingrain:Leaf Storm:Leech Seed:Nature Power:Refresh:Vine Whip:Wring Out :Frenzy Plant:Grass Pledge :Frenzy Plant:Giga Drain:Grass Pledge:Iron Tail:Magic Coat:Outrage:Seed Bomb:Sleep Talk:Snore:Synthesis:Worry Seed:Bullet Seed:Secret Power:Endure:Captivate:Fury Cutter:Mud-slap:Headbutt:Double-edge:Mimic:
Cyndaquil,Start :Start :6:10:13:19:22:28:31:37:40:46:49:55:58:
155,Tackle:Leer:SmokeScreen:Ember:Quick Attack:Flame Wheel:Defense Curl:Flame Charge:Swift:Lava Plume:Flamethrower:Inferno:Rollout:Double-Edge:Eruption :Toxic:Hidden Power:Sunny Day:Protect:Frustration:Return:Dig:Double Team:Flamethrower:Fire Blast:Aerial Ace:Facade:Flame Charge:Rest:Attract:Round:Overheat:Incinerate:Will-O-Wisp:Swagger:Substitute:Wild Charge:Cut :Covet:Crush Claw:Double-Edge:Double Kick:Extrasensory:Flame Burst:Flare Blitz:Foresight:Fury Swipes:Howl:Nature Power:Quick Attack:Reversal:Thrash :Fire Pledge :Covet:Fire Pledge:Heat Wave:Sleep Talk:Snore:Secret Power:Endure:Captivate:Natural Gift:Mud-slap:Headbutt:Body Slam:Mimic:
Quilava,Start :Start :Start :6:10:13:20:24:31:35:42:46:53:57:64:68:
156,Tackle:Leer:SmokeScreen:SmokeScreen:Ember:Quick Attack:Flame Wheel:Defense Curl:Swift:Flame Charge:Lava Plume:Flamethrower:Inferno:Rollout:Double-Edge:Eruption :Roar:Toxic:Hidden Power:Sunny Day:Protect:Frustration:Return:Dig:Brick Break:Double Team:Flamethrower:Fire Blast:Aerial Ace:Facade:Flame Charge:Rest:Attract:Round:Overheat:Incinerate:Will-O-Wisp:Swagger:Substitute:Wild Charge:Rock Smash:Cut:Strength :Covet:Crush Claw:Double-Edge:Double Kick:Extrasensory:Flame Burst:Flare Blitz:Foresight:Fury Swipes:Howl:Nature Power:Quick Attack:Reversal:Thrash :Fire Pledge :Covet:Fire Pledge:Heat Wave:Sleep Talk:Snore:Focus Punch:Secret Power:Endure:Captivate:Natural Gift:Fury Cutter:Mud-slap:Headbutt:Body Slam:Mimic:
Typhlosion,Start :Start :Start :Start :Start :6:10:13:20:24:31:35:43:48:56:61:69:74:
157,Gyro Ball:Tackle:Leer:SmokeScreen:Ember:SmokeScreen:Ember:Quick Attack:Flame Wheel:Defense Curl:Swift:Flame Charge:Lava Plume:Flamethrower:Inferno:Rollout:Double-Edge:Eruption :Roar:Toxic:Hidden Power:Sunny Day:Hyper Beam:Protect:Frustration:SolarBeam:Earthquake:Return:Dig:Brick Break:Double Team:Flamethrower:Fire Blast:Rock Tomb:Aerial Ace:Facade:Flame Charge:Rest:Attract:Round:Overheat:Focus Blast:Fling:Incinerate:Will-O-Wisp:Shadow Claw:Giga Impact:Gyro Ball:Bulldoze:Rock Slide:Swagger:Substitute:Wild Charge:Rock Smash:Cut:Strength :Covet:Crush Claw:Double-Edge:Double Kick:Extrasensory:Flame Burst:Flare Blitz:Foresight:Fury Swipes:Howl:Nature Power:Quick Attack:Reversal:Thrash :Blast Burn:Fire Pledge :Blast Burn:Covet:Fire Pledge:Fire Punch:Heat Wave:Low Kick:Sleep Talk:Snore:Thunderpunch:Focus Punch:Secret Power:Endure:Captivate:Natural Gift:Fury Cutter:Mud-slap:Headbutt:Dynamicpunch:Mega Punch:Mega Kick:Body Slam:Counter:Seismic Toss:Mimic:
Totodile,Start:Start:6:8:13:15:20:22:27:29:34:36:41:43:48:50:
158,Scratch:Leer:Water Gun:Rage:Bite:Scary Face:Ice Fang:Flail:Crunch:Chip Away:Slash:Screech:Thrash:Aqua Tail:Superpower:Hydro Pump:Hone Claws:Dragon Claw:Toxic:Hail:Hidden Power:Ice Beam:Blizzard:Protect:Rain Dance:Frustration:Return:Dig:Brick Break:Double Team:Rock Tomb:Aerial Ace:Facade:Rest:Attract:Round:Scald:Fling:Shadow Claw:Swords Dance:Rock Slide:Swagger:Substitute:Cut:Surf:Waterfall:Dive:Crunch:Thrash:Hydro Pump:Ancientpower:Mud Sport:Water Sport:Ice Punch:Metal Claw:Dragon Dance:Aqua Jet:Fake Tears:Block:Water Pulse:Aqua Tail:Block:Ice Punch:Icy Wind:Iron Tail:Low Kick:Sleep Talk:Snore:Spite:Superpower:Uproar:Water Pledge:Focus Punch:Secret Power:Endure:Captivate:Natural Gift:Whirlpool:Mud-slap:Headbutt:Dynamicpunch:Mega Punch:Mega Kick:Body Slam:Double-edge:Counter:Seismic Toss:Mimic:
Croconaw,Start:Start:Start:6:8:13:15:21:24:30:33:39:42:48:51:57:60:
